time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
1.9200000000000013,-0.0550715396426,-0.628694128028,13.8159783406,6.1841864695,6.25981574425,0.0,0.0266973377554,-1.10744869031,3.79599478872,0.0099813520119,-0.0168951834627,0.0,410.05663102134866,410.2390325354349,409.8731631797563,411.39287598050254
1.9800000000000013,-0.0530002621059,-0.697130696051,14.0459123347,6.18495239277,6.25839656749,0.0,0.0424533233949,-1.17369459376,3.86820748419,0.0178211703533,-0.0427267362747,0.0,444.6314747865558,442.5098253895378,443.1037840299032,443.74774266984195
2.0400000000000014,-0.0499026900839,-0.769710358864,14.2820225922,6.18570855975,6.25553852209,0.0,0.0610753516995,-1.24549832681,4.00164804601,-0.000689169790872,-0.0599036796163,0.0,463.455573092387,462.10207368633235,463.99278759517546,462.53711281431725
2.1000000000000014,-0.0455762177099,-0.846745035609,14.5277248354,6.18588545465,6.25171097705,0.0,0.0835463874712,-1.32226606549,4.1877123652,0.00937887149248,-0.0729936471466,0.0,480.1871750406335,479.19037537602463,479.3488405183463,480.1133255004705
2.1600000000000015,-0.0398197208412,-0.928350110737,14.7842502049,6.18665931855,6.24693330078,0.0,0.108828323974,-1.39778071089,4.36243414668,0.019141173491,-0.0981666681366,0.0,478.35965357373937,476.43382475371703,477.8409557120089,478.58450881704465
2.2200000000000015,-0.032488597906,-1.01431988623,15.0496982333,6.18784399431,6.24131240763,0.0,0.136131184537,-1.46772943177,4.48531390753,0.0209248345927,-0.0859592153075,0.0,463.0609277361942,464.013219599077,463.86909619312786,464.00910345059117
2.2800000000000016,-0.0232546077723,-1.10479369558,15.3259621958,6.18854464192,6.23707356037,0.0,0.172189708434,-1.54785450219,4.72247640615,-0.0226173646149,-0.0505095050922,0.0,496.36975943067387,498.96099937686967,500.3052482884537,497.12458178137354
2.3400000000000016,-0.0121207643046,-1.1993419561,15.6087536046,6.18749074885,6.23403733603,0.0,0.199198188793,-1.60388070698,4.70392483809,-0.00900475758463,-0.0507928073222,0.0,422.7394176737306,422.7132350968187,420.8829226951274,422.05963119839276
2.4000000000000017,0.00061021189115,-1.29712582414,15.8889129364,6.18770134453,6.23086959919,0.0,0.225421223861,-1.65563919994,4.63496560565,0.0210251871594,-0.05713477642,0.0,404.4493475733806,403.8755216957414,404.24119700358546,406.93866125617376
2.4600000000000017,0.0151971177453,-1.3984292353,16.1692917971,6.18927603626,6.22766206717,0.0,0.261118011368,-1.7209976053,4.71064890763,0.0350449990626,-0.046970577084,0.0,451.43562141496574,452.253273411485,451.3145751219096,452.44499912308476
2.520000000000002,0.0320226501091,-1.50368426289,16.454827986,6.19106279104,6.22502653953,0.0,0.299985879252,-1.78729572351,4.80679278231,0.0163314313949,-0.0384429258649,0.0,458.15501122418925,458.8315649048077,460.0429365347377,458.5588306020942
2.580000000000002,0.051257344259,-1.61292926969,16.7465471268,6.19227272117,6.22269071583,0.0,0.341381684885,-1.85407593888,4.9166659253,0.0269019484527,-0.0399233502617,0.0,463.49284163255635,463.3757804315151,464.12458839794164,464.9535356475047
2.640000000000002,0.0728435015148,-1.7258911742,17.0418957189,6.19361124497,6.22061414644,0.0,0.378350066714,-1.91121590946,4.92820989743,0.0110218818321,-0.025675535621,0.0,433.9371882268838,435.13117732122925,434.5612508363023,433.22790555680496
2.700000000000002,0.0966630789955,-1.84223976313,17.3376269623,6.19423246637,6.218661976,0.0,0.415781081242,-1.96704515366,4.92945679006,0.00898265256259,-0.0520507815288,0.0,432.34510452920875,430.11620150785336,430.93381955413554,430.7612613470666
